index,album,entity_album,singer,identity,digit_date,price2,price,song_number,sales_volumn,total-sale,digit_album_img,entity_album_date,diff,entity-platform,entity_price,entity_type,entity_img,entity_thing,singer-img
227,貔貅饭馆，只进不出,貔貅饭馆，只进不出,倔强的小红军 / 斑马,合作歌手,2021/2/26,3.0,3.0,1,4353,13059.0,https://p2.music.126.net/CvfkLLprBZfRy6P077pTsA==/109951165756579801.jpg?param=140y140,,,,,,,,https://p3.music.126.net/VnZiScyynLG7atLIZ2YPkw==/18686200114669622.jpg
228,旅梦,旅梦,赖美云,大陆歌手,2023/2/14,12.0,12.0,4,19222,230664.0,https://y.qq.com/music/photo_new/T002R300x300M000001sLvyK05yGJX_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001YMQJO2Av6y5_8.jpg?max_age=2592000
229,告白诗,告白诗,乐正绫,虚拟歌手,2020/4/12,8.0,8.0,4,22256,178048.0,https://p1.music.126.net/PKeLUZQO3ZjuVFbeYVndkQ==/109951164886620514.jpg?param=140y140,,,,,,,,https://p1.music.126.net/3yCLvOjyWyq6TQi5JokkkQ==/109951167311909967.jpg
230,夜游会,夜游会,乐正龙牙,虚拟歌手,2020/10/2,8.0,8.0,4,6074,48592.0,https://p1.music.126.net/ZBMjYy9YcQfJIK-Y2Adn4w==/109951165351883663.jpg?param=140y140,,,,,,,,https://p1.music.126.net/4QsJX5lTdWHJ8jgD5AFA5Q==/109951165576827615.jpg
231,生而平凡,生而平凡,棱镜,乐队,2021/7/25,2.0,2.0,1,66748,133496.0,https://p2.music.126.net/7_DDb7v83zjrgSr7tjPKKQ==/109951166208981980.jpg?param=140y140,,,,,,,,https://p1.music.126.net/VszB6N1X1ammCXe0IY-1Nw==/109951164312899254.jpg
232,仲夏,仲夏,李宏毅,大陆歌手,2023/6/19,4.0,4.0,1,10513,42052.0,https://y.qq.com/music/photo_new/T002R300x300M000001iDP9A2DYP6h_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000004jpfm0BKFv6_2.jpg?max_age=2592000
233,我要我们在一起,我要我们在一起,李权哲,组合成员,2020/1/22,3.0,3.0,1,95845,287535.0,https://y.qq.com/music/photo_new/T002R300x300M000002a6sMk0BbTM0_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000FSi2Q3Zuj1a_4.jpg?max_age=2592000
234,Fly High,Fly High,李权哲,组合成员,2019/11/26,3.0,3.0,1,48062,144186.0,https://y.qq.com/music/photo_new/T002R300x300M000002eoerB0yFzne_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000FSi2Q3Zuj1a_4.jpg?max_age=2592000
235,5/N,5/N,李权哲,组合成员,2022/9/28,18.0,18.0,5,1180,21240.0,https://y.qq.com/music/photo_new/T002R300x300M000002YN29O0POT5L_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000FSi2Q3Zuj1a_4.jpg?max_age=2592000
236,茫,茫,李润祺,大陆歌手,2020/11/15,1.0,1.0,1,151618,151618.0,https://y.qq.com/music/photo_new/T002R300x300M000001tOYuQ2ZNVTz_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002KDw7J1W60xd_5.jpg?max_age=2592000
237,汶,汶,李汶翰,大陆歌手,2021/7/17,7.0,7.0,3,1647836,11534852.0,https://y.qq.com/music/photo_new/T002R300x300M000003OVSVq1ou7wS_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000nuYSb1RP24t_6.jpg?max_age=2592000
238,不如月光,不如月光,李汶翰,大陆歌手,2022/7/22,4.0,4.0,1,24501,98004.0,https://y.qq.com/music/photo_new/T002R300x300M000002dSQVw3xVPNP_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000nuYSb1RP24t_6.jpg?max_age=2592000
239,K,K,李希侃,大陆歌手,2018/12/3,6.0,6.0,3,204579,1227474.0,https://y.qq.com/music/photo_new/T002R300x300M0000014RNAc1R2tYk_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000024gN8k37ijic_4.jpg?max_age=2592000
240,失序抵抗,失序抵抗,李鑫一,大陆歌手,2020/9/22,3.0,3.0,1,46152,138456.0,https://y.qq.com/music/photo_new/T002R300x300M0000042sQB645kSSn_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003K8Fd33QtWMb_10.jpg?max_age=2592000
241,下次旅行,下次旅行,李艺彤,大陆歌手,2019/12/2,5.0,5.0,2,102098,510490.0,https://y.qq.com/music/photo_new/T002R300x300M000000aaGl83YXC9D_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003BRwb63DsfPY_2.jpg?max_age=2592000
242,City Lights,City Lights,李艺彤,大陆歌手,2020/12/23,5.0,5.0,2,45512,227690.0,https://y.qq.com/music/photo_new/T002R300x300M000003ZUvNz2KSkk1_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003BRwb63DsfPY_2.jpg?max_age=2592000
243,野,野,李宇春,大陆歌手,2016/5/25,5.0,5.0,3,3418574,17092870.0,https://y.qq.com/music/photo_new/T002R300x300M000001Fet5N4KZW0P_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592002
244,哇,哇,李宇春,大陆歌手,2019/7/24,20.0,20.0,10,1859592,37191840.0,https://y.qq.com/music/photo_new/T002R300x300M000000d4ZXm4JElgo_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592000
245,流行,流行,李宇春,大陆歌手,2017/11/7,20.0,20.0,10,1243131,24862620.0,https://y.qq.com/music/photo_new/T002R300x300M00000459BEP32YDr9_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592001
246,蛮,蛮,李宇春,大陆歌手,2016/7/19,5.0,5.0,3,1145012,5725060.0,https://y.qq.com/music/photo_new/T002R300x300M000001YsCYu0JWzsM_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592004
247,长,长,李宇春,大陆歌手,2016/11/22,5.0,5.0,3,1064211,5321055.0,https://y.qq.com/music/photo_new/T002R300x300M000003Y6D3F3fqYtN_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592005
248,生,生,李宇春,大陆歌手,2016/9/7,5.0,5.0,3,1031125,5155625.0,https://y.qq.com/music/photo_new/T002R300x300M000001CLoMq4OOdxQ_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592006
249,周末愉快,周末愉快,李宇春,大陆歌手,2023/4/13,30.0,30.0,12,379414,11382420.0,https://y.qq.com/music/photo_new/T002R300x300M000001usLnW1iOWhG_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002ZOuVm3Qn20Y_2.jpg?max_age=2592003
250,深深,深深,李振宁,大陆歌手,2020/11/5,6.0,6.0,3,854497,5126982.0,https://y.qq.com/music/photo_new/T002R300x300M000001aFNlG2wbTky_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003y5h4d2oxrAk_4.jpg?max_age=2592000
251,wow,wow,李子璇,大陆歌手,2020/11/12,5.0,5.0,2,155973,779865.0,https://p2.music.126.net/ThH8xj-j4h41GDh-OKTvUQ==/109951165461039945.jpg?param=140y140,,,,,,,,https://p1.music.126.net/B7FCnQDH5rKLYxzkgZdoaQ==/109951163681879616.jpg
252,风的使者,风的使者,理塘丁真,大陆歌手,2021/6/28,18.0,18.0,10,139200,2505600.0,https://p2.music.126.net/OzmnhN2eSeSotFYjP0F1Sg==/109951166126885162.jpg?param=140y140,,,,,,,,https://p2.music.126.net/E6KMuAAAMDGyAZLk_RVDYQ==/109951165686221817.jpg
253,向往木里,向往木里,理塘旺堆,大陆歌手,2022/7/8,3.0,3.0,1,249,747.0,https://y.qq.com/music/photo_new/T002R300x300M000000lQwjO2TFmzz_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000004HHf3x2xJTph_6.jpg?max_age=2592000
254,不翼而飞,不翼而飞,梁静茹,台湾歌手,2016/7/29,2.0,2.0,1,69461,138922.0,https://y.qq.com/music/photo_new/T002R300x300M000003p3c7W4WwBTy_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000000GGDys0yA0Nk_2.jpg?max_age=2592000
255,BeSIDE Me-你不是一个人,BeSIDE Me-你不是一个人,梁咏琪,香港歌手,2016/8/22,4.0,4.0,2,14404,59058.0,https://y.qq.com/music/photo_new/T002R300x300M000000EFloL2FRyeD_1.jpg?max_age=2592000,,,,,,,,https://p2.music.126.net/7mjL2B3jD4YhE847NEdV-A==/109951164119703038.jpg
256,BeSIDE Me-B面第一首,BeSIDE Me-B面第一首,梁咏琪,香港歌手,2016/7/6,4.0,4.0,2,9606,39830.0,https://y.qq.com/music/photo_new/T002R300x300M000002HsKtp0N0mP8_1.jpg?max_age=2592000,,,,,,,,https://p2.music.126.net/7mjL2B3jD4YhE847NEdV-A==/109951164119703038.jpg
257,BeSIDE Me,BeSIDE Me,梁咏琪,香港歌手,2016/8/25,5.0,5.0,3,5889,30249.0,https://y.qq.com/music/photo_new/T002R300x300M000004HoisH29PDQb_1.jpg?max_age=2592000,,,,,,,,https://p2.music.126.net/7mjL2B3jD4YhE847NEdV-A==/109951164119703038.jpg
258,梵Cloud pt.2:LOVE,梵Cloud pt.2:LOVE,林凡Marco,香港歌手,2021/1/15,5.0,5.0,3,52635,263175.0,https://p1.music.126.net/PWMHTlVEe3JossC7j9VoLw==/109951165627925203.jpg?param=140y140,,,,,,,,https://p1.music.126.net/09JIHx3rAdJzczofv7Jdew==/109951167227152094.jpg
259,交换余生,交换余生,林俊杰,台湾歌手,2020/9/16,3.0,3.0,1,9153949,27461847.0,https://y.qq.com/music/photo_new/T002R300x300M000004TvSd03uUezv_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592006
260,将故事写成我们,将故事写成我们,林俊杰,台湾歌手,2019/9/20,3.0,3.0,1,6222733,18668199.0,https://y.qq.com/music/photo_new/T002R300x300M000003MVnC94cNKbM_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592008
261,黑夜问白天,黑夜问白天,林俊杰,台湾歌手,2017/12/25,2.0,2.0,1,5553310,11106620.0,https://y.qq.com/music/photo_new/T002R300x300M000002kRWck0w3Dp5_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592011
262,裹着心的光,裹着心的光,林俊杰,台湾歌手,2021/6/9,3.0,3.0,1,4499828,13499484.0,https://y.qq.com/music/photo_new/T002R300x300M000004LFNMl1kvYuJ_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592010
263,不为谁而作的歌,不为谁而作的歌,林俊杰,台湾歌手,2015/12/3,2.0,2.0,1,1995372,3990744.0,https://y.qq.com/music/photo_new/T002R300x300M000003nbc0602Tgfx_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592015
264,我们很好,我们很好,林俊杰,台湾歌手,2019/6/13,3.0,3.0,1,1884208,5652624.0,https://y.qq.com/music/photo_new/T002R300x300M0000010AYuF3nqxhw_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592013
265,和自己对话 From M.E. To Myself,和自己对话 From M.E. To Myself,林俊杰,台湾歌手,2015/12/25,18.0,18.0,18,1620393,29167074.0,https://y.qq.com/music/photo_new/T002R300x300M000004Tvu0F207cps_1.jpg?max_age=2592000,2015/12/25,0.0,五大唱片/博客来/佳佳,159.07,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/019/04/0020190478.jpg&v=56794250k&w=348&h=348,歌词/单曲CD,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592004
266,伟大的渺小,伟大的渺小,林俊杰,台湾歌手,2017/12/28,20.0,20.0,11,1213696,24273920.0,https://y.qq.com/music/photo_new/T002R300x300M000001oDaKN2Dtwv5_1.jpg?max_age=2592000,2017/12/29,1.0,五大唱片/博客来/佳佳,103.66,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/020/30/0020203036.jpg&v=5a41c725k&w=348&h=348,小瓶子/手写信/歌词,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592007
267,进阶,进阶,林俊杰,台湾歌手,2018/12/27,3.0,3.0,1,1053080,3159240.0,https://y.qq.com/music/photo_new/T002R300x300M000000cc1cw4Gysl3_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592018
268,幸存者 Drifter,幸存者 Drifter,林俊杰,台湾歌手,2020/10/20,18.0,18.0,6,910111,16381998.0,https://y.qq.com/music/photo_new/T002R300x300M000003cnxEk2Pap9I_3.jpg?max_age=2592000,2020/10/20,0.0,五大唱片/博客来/佳佳,159.07,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/021/93/0020219358.jpg&v=5f855997k&w=348&h=348,单曲CD/歌词/写真,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592009
269,Wonderland,Wonderland,林俊杰,台湾歌手,2019/10/14,3.0,3.0,1,892811,2678433.0,https://y.qq.com/music/photo_new/T002R300x300M000000XEFal22lEwn_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592019
270,对的时间点,对的时间点,林俊杰,台湾歌手,2019/8/26,5.0,5.0,2,891276,4456380.0,https://y.qq.com/music/photo_new/T002R300x300M000000n9f7q2l8Yl9_4.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592014
271,愿与愁,愿与愁,林俊杰,台湾歌手,2023/4/21,3.0,3.0,1,834692,2504076.0,https://y.qq.com/music/photo_new/T002R300x300M000004ZOIop1doXru_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592020
272,伟大的渺小,伟大的渺小,林俊杰,台湾歌手,2017/11/24,4.0,4.0,2,813885,3255540.0,https://y.qq.com/music/photo_new/T002R300x300M000001oDaKN2Dtwv5_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592017
273,重拾_快乐,重拾_快乐,林俊杰,台湾歌手,2023/4/21,36.0,36.0,12,790728,28466208.0,https://y.qq.com/music/photo_new/T002R300x300M000004ZOIop1doXru_2.jpg?max_age=2592000,2023/9/7,139.0,五大唱片/博客来/佳佳,156.76,CD,https://im1.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/023/26/0020232698.jpg&v=649b9769k&w=348&h=348,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592005
274,一定会/After The Rain,一定会/After The Rain,林俊杰,台湾歌手,2021/11/29,5.0,5.0,2,768712,3886385.0,https://y.qq.com/music/photo_new/T002R300x300M000004Xe3fb1dq6UD_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592016
275,谢幕,谢幕,林俊杰,台湾歌手,2023/3/25,3.0,3.0,1,547742,1643226.0,https://y.qq.com/music/photo_new/T002R300x300M000001Pevrs2AwNVQ_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592021
276,Like You Do 如你,Like You Do,林俊杰,台湾歌手,2020/10/20,18.0,18.0,8,434826,7826868.0,https://y.qq.com/music/photo_new/T002R300x300M000001O8vnZ3OetWY_3.jpg?max_age=2592000,2021/4/23,185.0,五大唱片/博客来/佳佳,115.2,CD,https://im2.book.com.tw/image/getImage?i=https://www.books.com.tw/img/002/022/18/0020221846_b_01.jpg&v=607d3e21k&w=655&h=609,歌词/写真集,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592012
277,小瓶子,小瓶子,林俊杰,台湾歌手,2017/11/27,2.0,2.0,1,401175,802350.0,https://y.qq.com/music/photo_new/T002R300x300M000002VdErv41kpa8_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592026
278,7千3百多天,7千3百多天,林俊杰,台湾歌手,2022/11/1,3.0,3.0,1,395783,1187349.0,https://y.qq.com/music/photo_new/T002R300x300M000001DyYEn16mUQm_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592022
279,SHOW THE WORLD,SHOW THE WORLD,林俊杰,台湾歌手,2019/6/20,3.0,3.0,1,338883,1016649.0,https://y.qq.com/music/photo_new/T002R300x300M000000ADcn52UzdWj_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592024
280,和自己对话-感动双推荐,和自己对话-感动双推荐,林俊杰,台湾歌手,2015/12/18,4.0,4.0,2,225515,902060.0,https://y.qq.com/music/photo_new/T002R300x300M000002q7sod3V0WUk_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592025
281,感爵这一刻,感爵这一刻,林俊杰,台湾歌手,2020/12/22,5.0,5.0,2,224525,1122625.0,https://y.qq.com/music/photo_new/T002R300x300M000004atgvK3uaRN4_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592023
282,In The Joy,In The Joy,林俊杰 / Anderson .Paak,合作歌手,2023/4/7,3.0,3.0,1,193712,581136.0,https://y.qq.com/music/photo_new/T002R300x300M000001AFQWD2TbOF1_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592003
283,Stay With You (英文版),Stay With You (英文版),林俊杰 / 孙燕姿,合作歌手,2020/8/9,3.0,3.0,1,437800,1313400.0,https://y.qq.com/music/photo_new/T002R300x300M000000DBkNc44oBhc_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592002
284,无滤镜(feat. 藤原浩),无滤镜(feat. 藤原浩),林俊杰 / 藤原浩,合作歌手,2020/7/30,3.0,3.0,1,678026,2034078.0,https://y.qq.com/music/photo_new/T002R300x300M000002IuVU91dSslH_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592001
285,丹宁执着,丹宁执着,林俊杰 / 消除联萌,合作歌手,2017/8/23,2.0,2.0,1,407450,814900.0,https://y.qq.com/music/photo_new/T002R300x300M000002R45w725Mr2V_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001BLpXF2DyJe2_13.jpg?max_age=2592000
286,如影,如影,林陌,大陆歌手,2020/11/15,3.0,3.0,1,108842,326526.0,https://p1.music.126.net/8HshAN_uf9OhdTP56VIjJA==/109951165460573262.jpg?param=140y140,,,,,,,,https://p2.music.126.net/eD42GLhwUOnL-AO4rxJQTw==/109951164698981506.jpg
287,刚好的伤口,刚好的伤口,林彦俊,大陆歌手,2019/1/7,3.0,3.0,2,2434189,7302567.0,https://y.qq.com/music/photo_new/T002R300x300M0000029PCuB2DIBp8_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000021rE0d46NhIt_8.jpg?max_age=2592000
288,对手,对手,林彦俊,大陆歌手,2019/8/24,2.0,2.0,1,2097965,4195930.0,https://y.qq.com/music/photo_new/T002R300x300M000001ZhB993mE3Ld_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000021rE0d46NhIt_8.jpg?max_age=2592000
289,Escape.,Escape.,林彦俊,大陆歌手,2019/4/12,4.0,4.0,2,1210084,4840336.0,https://y.qq.com/music/photo_new/T002R300x300M000000SVLvW0snMWF_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000021rE0d46NhIt_8.jpg?max_age=2592000
290,火焰小溪,火焰小溪,林宥嘉,台湾歌手,2018/8/5,3.0,3.0,2,83626,250878.0,https://y.qq.com/music/photo_new/T002R300x300M000001VziDa0RNpHi_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001f0VyZ1hmWZ1_8.jpg?max_age=2592000
291,折纸信笺,折纸信笺,泠鸢yousa,虚拟歌手,2020/12/17,14.8,14.8,10,35715,531190.0,https://y.qq.com/music/photo_new/T002R300x300M000000da4ew3MBwvW_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000002caw8n4fioLI_4.jpg?max_age=2592000
292,LRY18,LRY18,刘人语,大陆歌手,2019/10/10,9.0,9.0,6,22503,202527.0,https://y.qq.com/music/photo_new/T002R300x300M000004DatTS2uMgII_3.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001e1tHw2JFOx4_6.jpg?max_age=2592000
293,甜甜的小美满,甜甜的小美满,刘人语,大陆歌手,2020/4/10,3.0,3.0,1,15681,47043.0,https://y.qq.com/music/photo_new/T002R300x300M000000nST9K4IsZik_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001e1tHw2JFOx4_6.jpg?max_age=2592000
294,晚安，琦,晚安，琦,刘瑞琦,大陆歌手,2017/5/19,8.0,8.0,6,53063,440512.0,https://y.qq.com/music/photo_new/T002R300x300M000000n3Mr638hYHN_1.jpg?max_age=2592000,2017/10/21,155.0,京东/淘宝/五大唱片,54.3,CD,https://img14.360buyimg.com/n0/jfs/t7246/243/416462257/34853/72ceec75/5992c285Nec9a58ef.jpg,歌词,https://y.qq.com/music/photo_new/T001R300x300M000003bQEFA3KrvLI_3.jpg?max_age=2592000
295,小小星球,小小星球,刘维,大陆歌手,2020/3/24,17.0,17.0,10,26884,457028.0,https://y.qq.com/music/photo_new/T002R300x300M000004OOw2q29W7Wz_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M0000022vJv649R7V2_3.jpg?max_age=2592000
296,AYO,AYO,刘宇,大陆歌手,2023/6/6,4.0,4.0,1,148348,593392.0,https://y.qq.com/music/photo_new/T002R300x300M000002ZQSUq3pZOCm_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M00000255EBh1FcAEk_12.jpg?max_age=2592000
297,时光会记得,时光会记得,刘宇,大陆歌手,2023/5/22,4.0,4.0,1,140051,560204.0,https://y.qq.com/music/photo_new/T002R300x300M00000464Bvb0Ssfem_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M00000255EBh1FcAEk_12.jpg?max_age=2592000
298,爱受伤了,爱受伤了,六哲,大陆歌手,2018/3/2,2.0,2.0,1,293166,586332.0,https://y.qq.com/music/photo_new/T002R300x300M000001bBlFu0YWTg6_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000003wBqzB3ZJaB9_3.jpg?max_age=2592000
299,Xplore,Xplore,鹿晗,大陆歌手,2016/12/27,5.0,5.0,2,3664318,18321590.0,https://y.qq.com/music/photo_new/T002R300x300M000002QQ4rR43wFDv_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592000
300,π-volume.1,π-volume.1,鹿晗,大陆歌手,2019/4/17,3.0,3.0,2,3477798,10433394.0,https://y.qq.com/music/photo_new/T002R300x300M000002tGMcj2ScmPy_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592006
301,Reloaded I,Reloaded I,鹿晗,大陆歌手,2015/9/14,5.0,5.0,5,3358873,16794365.0,https://y.qq.com/music/photo_new/T002R300x300M0000027Sb9k2vnonF_1.jpg?max_age=2592000,,,五大唱片/博客来/佳佳/音悦商城,62.0,CD,https://ww4.sinaimg.cn/large/005XzLqcgw1ez9d06zw8ej30qo0zk0us.jpg,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592001
302,π-volume.3,π,鹿晗,大陆歌手,2020/5/27,4.0,21.0,2,3009225,12036900.0,https://y.qq.com/music/photo_new/T002R300x300M000004ZQafQ1ouaQ3_4.jpg?max_age=2592000,2021/3/19,296.0,淘宝,227.0,USB,https://img.alicdn.com/imgextra/i3/2210187923695/O1CN01fmSGib1dAM83efxaG_!!2210187923695.jpg_640x640q80_.webp,歌词/项链,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592004
303,Venture,Venture,鹿晗,大陆歌手,2017/2/21,5.0,5.0,2,2607467,13037335.0,https://y.qq.com/music/photo_new/T002R300x300M000002aWIVK0qvVTB_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592002
304,I,I,鹿晗,大陆歌手,2017/6/27,5.0,5.0,2,2433790,12168950.0,https://y.qq.com/music/photo_new/T002R300x300M000002214db2ALiIG_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592003
305,风吹过,风吹过,鹿晗,大陆歌手,2021/4/17,3.0,3.0,1,1994260,5982780.0,https://y.qq.com/music/photo_new/T002R300x300M0000011PsyE10ehJ3_2.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592011
306,Imagination,Imagination,鹿晗,大陆歌手,2017/4/19,5.0,5.0,2,1848529,9242645.0,https://y.qq.com/music/photo_new/T002R300x300M00000435a2s4YeuWb_1.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592007
307,π-volume.4,π-volume.4,鹿晗,大陆歌手,2020/10/27,7.0,7.0,4,1511557,10580899.0,https://y.qq.com/music/photo_new/T002R300x300M000002N3gR01CnUiG_6.jpg?max_age=2592000,,,,,,,,https://y.qq.com/music/photo_new/T001R300x300M000001SqkF53OEhdO_3.jpg?max_age=2592005
